Table 1
State,NCESID,District,Included in national analysis,Included in nonwhite & white analysis,Included in nonwhite pov & white pov analysis,Racial concentration,Poverty,Urbanicity,Enrollment,Percent Nonwhite,Percent White,Student poverty rate,"State and local revenue, per pupil, cost adjusted","Local revenue, per pupil, cost adjusted","State revenue, per pupil, cost adjusted","State and local revenue, cost adjusted","Local revenue, cost adjusted","State revenue, cost adjusted",Median household income,Median property value
Alabama,100840,Colbert County School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe," 	2,638 ",19%,81%,23%," $	11,079 "," $	4,981 "," $	6,098 "," $	29,227,564 "," $	13,139,957 "," $	16,087,607 "," $	42,465 "," $	94,700 "
Alabama,100870,Conecuh County School District,yes,yes,yes,Concentrated nonwhite,high poverty,41-Rural: Fringe," 	1,525 ",84%,16%,42%," $	13,266 "," $	6,675 "," $	6,592 "," $	20,230,937 "," $	10,178,649 "," $	10,052,288 "," $	27,609 "," $	72,300 "
Alabama,100900,Coosa County School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote," 	1,003 ",49%,51%,28%," $	9,723 "," $	3,363 "," $	6,360 "," $	9,752,193 "," $	3,372,807 "," $	6,379,386 "," $	31,910 "," $	76,500 "
Alabama,100930,Covington County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant," 	3,178 ",10%,90%,24%," $	9,069 "," $	2,803 "," $	6,266 "," $	28,819,957 "," $	8,907,809 "," $	19,912,148 "," $	41,206 "," $	94,700 "
Alabama,100960,Crenshaw County School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote," 	2,239 ",37%,63%,26%," $	8,632 "," $	2,503 "," $	6,130 "," $	19,327,605 "," $	5,603,652 "," $	13,723,953 "," $	37,557 "," $	77,600 "
Alabama,100990,Cullman City School District,yes,yes,no,Concentrated white,high poverty,32-Town: Distant," 	3,130 ",13%,87%,21%," $	9,331 "," $	4,404 "," $	4,927 "," $	29,205,788 "," $	13,785,638 "," $	15,420,150 "," $	40,817 "," $	143,400 "
Alabama,101020,Cullman County School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant," 	9,573 ",13%,87%,18%," $	9,335 "," $	3,009 "," $	6,327 "," $	89,368,703 "," $	28,800,643 "," $	60,568,060 "," $	38,821 "," $	112,700 "
Alabama,101050,Dale County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant," 	3,079 ",23%,77%,24%," $	8,690 "," $	2,544 "," $	6,146 "," $	26,756,871 "," $	7,832,981 "," $	18,923,890 "," $	43,945 "," $	103,200 "
Alabama,101080,Daleville City School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant," 	1,078 ",50%,50%,29%," $	8,725 "," $	2,369 "," $	6,356 "," $	9,405,920 "," $	2,553,911 "," $	6,852,008 "," $	45,803 "," $	111,600 "
Alabama,101110,Dallas County School District,yes,yes,yes,Concentrated nonwhite,high poverty,42-Rural: Distant," 	3,243 ",77%,23%,52%," $	9,411 "," $	2,146 "," $	7,265 "," $	30,521,127 "," $	6,959,913 "," $	23,561,213 "," $	32,551 "," $	73,900 "
Alabama,101170,Decatur City School District,yes,no,no,Not concentrated,high poverty,13-City: Small," 	8,693 ",60%,40%,27%," $	10,613 "," $	5,317 "," $	5,296 "," $	92,261,555 "," $	46,221,639 "," $	46,039,916 "," $	42,602 "," $	127,100 "
Alabama,101140,Dekalb County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant," 	9,015 ",44%,56%,28%," $	8,669 "," $	2,258 "," $	6,411 "," $	78,151,381 "," $	20,354,696 "," $	57,796,685 "," $	38,212 "," $	96,800 "
Alabama,101200,Demopolis City School District,yes,no,no,Not concentrated,high poverty,33-Town: Remote," 	2,289 ",57%,43%,36%," $	7,835 "," $	2,330 "," $	5,506 "," $	17,935,450 "," $	5,333,333 "," $	12,602,116 "," $	25,942 "," $	115,100 "
Alabama,101230,Dothan City School District,yes,no,no,Not concentrated,high poverty,13-City: Small," 	9,336 ",63%,37%,27%," $	8,136 "," $	2,737 "," $	5,398 "," $	75,954,023 "," $	25,555,904 "," $	50,398,119 "," $	42,569 "," $	141,000 "
Alabama,101260,Elba City School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote, 	615 ,56%,44%,27%," $	10,070 "," $	2,992 "," $	7,079 "," $	6,193,347 "," $	1,839,917 "," $	4,353,430 "," $	28,125 "," $	103,300 "
Alabama,101290,Elmore County School District,yes,no,no,Not concentrated,low poverty,31-Town: Fringe," 	11,232 ",34%,66%,19%," $	8,101 "," $	2,560 "," $	5,542 "," $	90,993,691 "," $	28,749,737 "," $	62,243,954 "," $	54,098 "," $	154,100 "
Alabama,101320,Enterprise City School District,yes,no,no,Not concentrated,low poverty,32-Town: Distant," 	6,823 ",41%,59%,19%," $	8,101 "," $	2,549 "," $	5,552 "," $	55,274,428 "," $	17,392,931 "," $	37,881,497 "," $	54,217 "," $	166,500 "
Alabama,101350,Escambia County School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant," 	4,479 ",50%,50%,28%," $	9,382 "," $	3,003 "," $	6,380 "," $	42,022,826 "," $	13,448,913 "," $	28,573,913 "," $	31,864 "," $	92,500 "
Alabama,101380,Etowah County School District,yes,yes,yes,Concentrated white,low poverty,23-Suburb: Small," 	8,802 ",9%,91%,20%," $	8,312 "," $	2,135 "," $	6,176 "," $	73,158,342 "," $	18,794,899 "," $	54,363,443 "," $	49,055 "," $	118,400 "
Alabama,101410,Eufaula City School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe," 	2,842 ",63%,37%,36%," $	8,517 "," $	2,554 "," $	5,963 "," $	24,205,587 "," $	7,258,101 "," $	16,947,486 "," $	33,362 "," $	126,900 "
Alabama,101440,Fairfield City School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large," 	1,782 ",100%,0%,30%," $	8,078 "," $	2,184 "," $	5,894 "," $	14,395,074 "," $	3,892,611 "," $	10,502,463 "," $	32,723 "," $	95,100 "
Alabama,101470,Fayette County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant," 	2,403 ",18%,82%,27%," $	8,812 "," $	2,424 "," $	6,388 "," $	21,174,201 "," $	5,824,697 "," $	15,349,504 "," $	35,549 "," $	75,300 "
Alabama,101530,Florence City School District,yes,no,no,Not concentrated,high poverty,13-City: Small," 	4,519 ",49%,51%,24%," $	11,501 "," $	6,243 "," $	5,258 "," $	51,974,522 "," $	28,212,314 "," $	23,762,208 "," $	37,058 "," $	126,000 "
Alabama,101560,Fort Payne City School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant," 	3,205 ",44%,56%,29%," $	8,426 "," $	2,610 "," $	5,816 "," $	27,005,525 "," $	8,365,746 "," $	18,639,779 "," $	38,445 "," $	115,600 "
Alabama,101590,Franklin County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant," 	3,388 ",13%,87%,24%," $	9,120 "," $	2,499 "," $	6,621 "," $	30,899,890 "," $	8,467,547 "," $	22,432,343 "," $	37,701 "," $	85,200 "
Alabama,101620,Gadsden City School District,yes,no,no,Not concentrated,high poverty,13-City: Small," 	5,226 ",62%,38%,35%," $	8,635 "," $	2,953 "," $	5,681 "," $	45,125,399 "," $	15,434,644 "," $	29,690,755 "," $	30,496 "," $	72,700 "
Alabama,101640,Geneva City School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe," 	1,275 ",17%,83%,30%," $	9,606 "," $	2,534 "," $	7,071 "," $	12,247,046 "," $	3,230,934 "," $	9,016,112 "," $	37,754 "," $	86,300 "
Alabama,101660,Geneva County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant," 	2,742 ",24%,76%,28%," $	8,606 "," $	1,990 "," $	6,616 "," $	23,598,281 "," $	5,457,573 "," $	18,140,709 "," $	36,230 "," $	77,700 "
Alabama,101680,Greene County School District,yes,yes,yes,Concentrated nonwhite,high poverty,42-Rural: Distant," 	1,173 ",100%,0%,47%," $	10,839 "," $	4,191 "," $	6,648 "," $	12,714,135 "," $	4,915,612 "," $	7,798,523 "," $	21,339 "," $	68,100 "
Alabama,101690,Guntersville City School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant," 	1,999 ",26%,74%,26%," $	9,443 "," $	3,902 "," $	5,540 "," $	18,875,803 "," $	7,800,857 "," $	11,074,946 "," $	42,273 "," $	167,500 "
Alabama,101710,Hale County School District,yes,no,no,Not concentrated,high poverty,31-Town: Fringe," 	2,687 ",71%,29%,32%," $	9,546 "," $	2,906 "," $	6,640 "," $	25,649,142 "," $	7,807,940 "," $	17,841,202 "," $	33,351 "," $	89,400 "
Alabama,101720,Haleyville City School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe," 	1,711 ",12%,88%,25%," $	9,248 "," $	3,179 "," $	6,069 "," $	15,822,492 "," $	5,438,809 "," $	10,383,682 "," $	29,909 "," $	72,700 "
Alabama,101730,Hartselle City School District,yes,yes,yes,Concentrated white,low poverty,23-Suburb: Small," 	3,068 ",10%,90%,13%," $	9,542 "," $	3,738 "," $	5,803 "," $	29,274,160 "," $	11,469,538 "," $	17,804,622 "," $	53,853 "," $	131,600 "
Alabama,101740,Henry County School District,yes,no,no,Not concentrated,high poverty,31-Town: Fringe," 	2,540 ",38%,62%,26%," $	8,763 "," $	2,577 "," $	6,186 "," $	22,257,204 "," $	6,545,358 "," $	15,711,846 "," $	41,045 "," $	101,800 "
Alabama,101760,Homewood City School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	4,069 ",37%,63%,9%," $	11,864 "," $	7,785 "," $	4,079 "," $	48,273,892 "," $	31,675,862 "," $	16,598,030 "," $	66,573 "," $	299,100 "
Alabama,100007,Hoover City School District,yes,no,no,Not concentrated,low poverty,13-City: Small," 	13,910 ",42%,58%,8%," $	11,101 "," $	6,398 "," $	4,702 "," $	154,409,852 "," $	88,999,015 "," $	65,410,837 "," $	77,503 "," $	266,700 "
Alabama,101770,Houston County School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe," 	6,343 ",23%,77%,23%," $	7,804 "," $	2,520 "," $	5,284 "," $	49,501,567 "," $	15,987,461 "," $	33,514,107 "," $	41,021 "," $	96,200 "
Alabama,101800,Huntsville City School District,yes,no,no,Not concentrated,high poverty,12-City: Mid-size," 	23,827 ",59%,41%,23%," $	9,835 "," $	5,272 "," $	4,563 "," $	234,328,313 "," $	125,605,422 "," $	108,722,892 "," $	51,441 "," $	168,900 "
Alabama,101830,Jackson County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant," 	5,528 ",18%,82%,21%," $	9,661 "," $	3,104 "," $	6,557 "," $	53,408,360 "," $	17,160,772 "," $	36,247,588 "," $	37,731 "," $	95,200 "
Alabama,101860,Jacksonville City School District,yes,no,no,Not concentrated,high poverty,13-City: Small," 	1,544 ",38%,62%,23%," $	8,847 "," $	3,227 "," $	5,620 "," $	13,659,979 "," $	4,983,105 "," $	8,676,874 "," $	39,216 "," $	149,400 "
Alabama,101890,Jasper City School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant," 	2,746 ",29%,71%,29%," $	9,420 "," $	3,976 "," $	5,444 "," $	25,867,229 "," $	10,917,808 "," $	14,949,420 "," $	39,075 "," $	136,000 "
Alabama,101920,Jefferson County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	36,092 ",57%,43%,17%," $	8,197 "," $	2,995 "," $	5,202 "," $	295,862,069 "," $	108,097,537 "," $	187,764,532 "," $	52,202 "," $	133,200 "
Alabama,101950,Lamar County School District,yes,yes,no,Concentrated white,high poverty,43-Rural: Remote," 	2,351 ",16%,84%,24%," $	8,756 "," $	2,213 "," $	6,543 "," $	20,584,967 "," $	5,202,614 "," $	15,382,353 "," $	34,298 "," $	71,100 "
Alabama,101980,Lanett City School District,yes,yes,yes,Concentrated nonwhite,high poverty,32-Town: Distant, 	863 ,92%,8%,45%," $	9,490 "," $	2,570 "," $	6,920 "," $	8,189,956 "," $	2,218,341 "," $	5,971,616 "," $	27,297 "," $	81,200 "
Alabama,102010,Lauderdale County School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant," 	8,445 ",6%,94%,17%," $	8,555 "," $	2,767 "," $	5,788 "," $	72,244,161 "," $	23,368,365 "," $	48,875,796 "," $	50,146 "," $	123,300 "
Alabama,102040,Lawrence County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant," 	4,841 ",25%,75%,23%," $	9,955 "," $	3,233 "," $	6,722 "," $	48,192,849 "," $	15,653,304 "," $	32,539,545 "," $	42,339 "," $	97,600 "
Alabama,102070,Lee County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	9,771 ",31%,69%,17%," $	9,441 "," $	3,468 "," $	5,973 "," $	92,244,854 "," $	33,882,990 "," $	58,361,863 "," $	49,445 "," $	122,500 "
Alabama,100011,Leeds City School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	1,905 ",40%,60%,20%," $	13,180 "," $	7,874 "," $	5,306 "," $	25,107,389 "," $	15,000,000 "," $	10,107,389 "," $	56,087 "," $	141,600 "
Alabama,102100,Limestone County School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant," 	8,789 ",22%,78%,16%," $	9,526 "," $	3,409 "," $	6,116 "," $	83,720,042 "," $	29,962,884 "," $	53,757,158 "," $	50,334 "," $	136,400 "
Alabama,102130,Linden City School District,yes,yes,yes,Concentrated nonwhite,high poverty,43-Rural: Remote, 	518 ,96%,4%,36%," $	9,493 "," $	2,419 "," $	7,074 "," $	4,917,460 "," $	1,252,910 "," $	3,664,550 "," $	31,417 "," $	83,500 "
Alabama,102160,Lowndes County School District,yes,yes,yes,Concentrated nonwhite,high poverty,42-Rural: Distant," 	1,562 ",99%,1%,60%," $	10,320 "," $	3,070 "," $	7,251 "," $	16,120,301 "," $	4,794,844 "," $	11,325,456 "," $	27,914 "," $	68,900 "
Alabama,102190,Macon County School District,yes,yes,yes,Concentrated nonwhite,high poverty,32-Town: Distant," 	2,134 ",99%,1%,42%," $	9,473 "," $	2,680 "," $	6,793 "," $	20,216,362 "," $	5,719,053 "," $	14,497,309 "," $	32,390 "," $	77,000 "
Alabama,100008,Madison City School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	10,011 ",38%,62%,7%," $	9,763 "," $	4,383 "," $	5,380 "," $	97,733,936 "," $	43,877,510 "," $	53,856,426 "," $	95,423 "," $	233,600 "
Alabama,102220,Madison County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large," 	19,452 ",34%,66%,12%," $	8,719 "," $	3,243 "," $	5,476 "," $	169,600,402 "," $	63,086,345 "," $	106,514,056 "," $	67,125 "," $	160,400 "
Alabama,102250,Marengo County School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote," 	1,090 ",65%,35%,31%," $	9,497 "," $	2,840 "," $	6,657 "," $	10,351,323 "," $	3,095,238 "," $	7,256,085 "," $	32,276 "," $	78,500 "
Alabama,102310,Marion County School District,yes,yes,no,Concentrated white,high poverty,43-Rural: Remote," 	3,405 ",10%,90%,27%," $	8,844 "," $	2,380 "," $	6,465 "," $	30,114,286 "," $	8,102,198 "," $	22,012,088 "," $	32,571 "," $	79,400 "
Alabama,100006,Marshall County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant," 	5,635 ",23%,77%,27%," $	8,858 "," $	2,448 "," $	6,409 "," $	49,913,276 "," $	13,796,574 "," $	36,116,702 "," $	41,248 "," $	110,400 "
Alabama,102350,Midfield City School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large," 	1,134 ",99%,1%,30%," $	8,024 "," $	2,293 "," $	5,731 "," $	9,099,507 "," $	2,600,000 "," $	6,499,507 "," $	36,647 "," $	75,600 "
Alabama,102370,Mobile County School District,yes,no,no,Not concentrated,high poverty,12-City: Mid-size," 	57,581 ",58%,42%,29%," $	8,532 "," $	3,119 "," $	5,413 "," $	491,302,618 "," $	179,613,613 "," $	311,689,005 "," $	43,842 "," $	122,600 "
Alabama,102400,Monroe County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant," 	3,600 ",57%,43%,32%," $	8,272 "," $	2,235 "," $	6,037 "," $	29,777,656 "," $	8,044,907 "," $	21,732,749 "," $	28,182 "," $	87,700 "
Alabama,102430,Montgomery County School District,yes,yes,yes,Concentrated nonwhite,high poverty,12-City: Mid-size," 	30,667 ",89%,11%,27%," $	8,311 "," $	2,944 "," $	5,367 "," $	254,876,907 "," $	90,276,704 "," $	164,600,203 "," $	44,062 "," $	118,100 "
Alabama,102480,Morgan County School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant," 	7,757 ",14%,86%,18%," $	9,532 "," $	4,119 "," $	5,413 "," $	73,936,975 "," $	31,948,529 "," $	41,988,445 "," $	49,414 "," $	120,400 "
Alabama,102490,Mountain Brook City School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large," 	4,371 ",4%,96%,6%," $	13,216 "," $	8,871 "," $	4,345 "," $	57,767,488 "," $	38,775,369 "," $	18,992,118 "," $	129,777 "," $	557,300 "
Alabama,102520,Muscle Shoals City School District,yes,no,no,Not concentrated,low poverty,13-City: Small," 	2,907 ",25%,75%,16%," $	9,902 "," $	4,343 "," $	5,559 "," $	28,784,188 "," $	12,623,932 "," $	16,160,256 "," $	52,132 "," $	135,000 "
Alabama,102550,Oneonta City School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe," 	1,477 ",33%,67%,19%," $	8,921 "," $	2,871 "," $	6,050 "," $	13,176,535 "," $	4,240,132 "," $	8,936,404 "," $	46,750 "," $	153,500 "
Alabama,102580,Opelika City School District,yes,no,no,Not concentrated,high poverty,13-City: Small," 	4,240 ",71%,29%,25%," $	10,668 "," $	5,051 "," $	5,616 "," $	45,231,853 "," $	21,418,202 "," $	23,813,651 "," $	41,566 "," $	153,400 "
Alabama,102610,Opp City School District,yes,no,no,Not concentrated,high poverty,33-Town: Remote," 	1,357 ",26%,74%,36%," $	9,257 "," $	3,112 "," $	6,146 "," $	12,561,822 "," $	4,222,343 "," $	8,339,479 "," $	32,923 "," $	87,900 "
Alabama,102635,Oxford City School District,yes,no,no,Not concentrated,low poverty,13-City: Small," 	4,171 ",42%,58%,20%," $	9,747 "," $	4,162 "," $	5,586 "," $	40,656,811 "," $	17,359,029 "," $	23,297,782 "," $	50,809 "," $	126,600 "
Alabama,102640,Ozark City School District,yes,no,no,Not concentrated,high poverty,31-Town: Fringe," 	2,131 ",56%,44%,32%," $	9,804 "," $	3,111 "," $	6,693 "," $	20,893,235 "," $	6,630,021 "," $	14,263,214 "," $	37,688 "," $	98,400 "
Alabama,102650,Pell City City School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant," 	4,023 ",18%,82%,16%," $	8,693 "," $	2,823 "," $	5,871 "," $	34,973,262 "," $	11,356,150 "," $	23,617,112 "," $	48,108 "," $	148,600 "
Alabama,102670,Perry County School District,yes,yes,yes,Concentrated nonwhite,high poverty,43-Rural: Remote," 	1,525 ",99%,1%,48%," $	8,761 "," $	1,756 "," $	7,004 "," $	13,359,956 "," $	2,678,337 "," $	10,681,619 "," $	24,912 "," $	73,700 "
Alabama,102700,Phenix City City School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large," 	7,043 ",70%,30%,27%," $	8,569 "," $	2,593 "," $	5,976 "," $	60,351,351 "," $	18,264,865 "," $	42,086,486 "," $	39,691 "," $	124,100 "
Alabama,102730,Pickens County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant," 	2,633 ",63%,37%,33%," $	9,540 "," $	2,461 "," $	7,079 "," $	25,118,172 "," $	6,479,376 "," $	18,638,796 "," $	31,679 "," $	89,100 "
